,12-OH,18-OH,20-OH,22-OH,24-OH,26-OH,28-OH,30-OH,12-MI,18-MI,20-MI,22-MI,24-MI,26-MI,28-MI,30-MI,12-TX,18-TX,20-TX,22-TX,24-TX,26-TX,28-TX,30-TX,12-IL,18-IL,20-IL,22-IL,24-IL,26-IL,28-IL,30-IL,12-WI,18-WI,20-WI,22-WI,24-WI,26-WI,28-WI,30-WI,12-MO,18-MO,20-MO,22-MO,24-MO,26-MO,28-MO,30-MO,12-AZ,18-AZ,20-AZ,22-AZ,24-AZ,26-AZ,28-AZ,30-AZ,12-NM,18-NM,20-NM,22-NM,24-NM,26-NM,28-NM,30-NM,12-CA,18-CA,20-CA,22-CA,24-CA,26-CA,28-CA,30-CA,12-NV,18-NV,20-NV,22-NV,24-NV,26-NV,28-NV,30-NV,12-NY,18-NY,20-NY,22-NY,24-NY,26-NY,28-NY,30-NY,12-PA,18-PA,20-PA,22-PA,24-PA,26-PA,28-PA,30-PA,,,,,,
55,12,12,12,12,12,14,14,14,18,18,18,18,18,18,18,18,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,16,16,16,17,17,17,17,17,12,12,12,14,14,14,14,14,12,12,15,15,15,15,15,15,12,12,12,12,12,15,15,15,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,14,14,14,16,16,16,16,16,,,,,,
56,13,13,13,13,13,15,15,15,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,13,13,13,15,15,15,15,15,13,13,17,17,17,17,17,17,13,13,13,13,13,17,17,17,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,15,15,15,17,17,17,17,17,,,,,,
57,13,13,13,13,13,15,15,15,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,13,13,13,15,15,15,15,15,13,13,17,17,17,17,17,17,13,13,13,13,13,17,17,17,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,15,15,15,17,17,17,17,17,,,,,,
58,13,13,13,13,13,15,15,15,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,13,13,13,15,15,15,15,15,13,13,17,17,17,17,17,17,13,13,13,13,13,17,17,17,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,15,15,15,17,17,17,17,17,,,,,,
59,13,13,13,13,13,15,15,15,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,13,13,13,15,15,15,15,15,13,13,17,17,17,17,17,17,13,13,13,13,13,17,17,17,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,15,15,15,17,17,17,17,17,,,,,,
60,13,13,13,13,13,15,15,15,19,19,19,19,19,19,19,19,13,13,13,13,13,13,13,13,13,13,15,15,15,15,15,15,17,17,17,19,19,19,19,19,13,13,13,15,15,15,15,15,13,13,17,17,17,17,17,17,13,13,13,13,13,17,17,17,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,19,19,19,19,19,19,15,15,15,17,17,17,17,17,,,,,,
61,14,14,14,14,14,16,16,16,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,20,20,20,21,21,21,21,21,14,14,14,16,16,16,16,16,14,14,18,18,18,18,18,18,14,14,14,14,14,18,18,18,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,21,21,21,21,21,21,17,17,17,18,18,18,18,18,,,,,,
62,14,14,14,14,14,16,16,16,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,20,20,20,21,21,21,21,21,14,14,14,16,16,16,16,16,14,14,18,18,18,18,18,18,14,14,14,14,14,18,18,18,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,21,21,21,21,21,21,17,17,17,18,18,18,18,18,,,,,,
63,14,14,14,14,14,16,16,16,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,20,20,20,21,21,21,21,21,14,14,14,16,16,16,16,16,14,14,18,18,18,18,18,18,14,14,14,14,14,18,18,18,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,21,21,21,21,21,21,17,17,17,18,18,18,18,18,,,,,,
64,14,14,14,14,14,16,16,16,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,20,20,20,21,21,21,21,21,14,14,14,16,16,16,16,16,14,14,18,18,18,18,18,18,14,14,14,14,14,18,18,18,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,21,21,21,21,21,21,17,17,17,18,18,18,18,18,,,,,,
65,14,14,14,14,14,16,16,16,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,14,14,16,16,16,16,16,16,20,20,20,21,21,21,21,21,14,14,14,16,16,16,16,16,14,14,18,18,18,18,18,18,14,14,14,14,14,18,18,18,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,21,21,21,21,21,21,17,17,17,18,18,18,18,18,,,,,,
66,15,15,15,15,15,17,17,17,23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,23,23,23,23,23,23,23,23,15,15,15,17,17,17,17,17,15,15,19,19,19,19,19,19,15,15,15,15,15,19,19,19,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,23,23,23,23,23,23,19,19,19,19,19,19,19,19,,,,,,
67,15,15,15,15,15,17,17,17,23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,23,23,23,23,23,23,23,23,15,15,15,17,17,17,17,17,15,15,19,19,19,19,19,19,15,15,15,15,15,19,19,19,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,23,23,23,23,23,23,19,19,19,19,19,19,19,19,,,,,,
68,15,15,15,15,15,17,17,17,23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,23,23,23,23,23,23,23,23,15,15,15,17,17,17,17,17,15,15,19,19,19,19,19,19,15,15,15,15,15,19,19,19,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,23,23,23,23,23,23,19,19,19,19,19,19,19,19,,,,,,
69,15,15,15,15,15,17,17,17,23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,23,23,23,23,23,23,23,23,15,15,15,17,17,17,17,17,15,15,19,19,19,19,19,19,15,15,15,15,15,19,19,19,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,23,23,23,23,23,23,19,19,19,19,19,19,19,19,,,,,,
70,15,15,15,15,15,17,17,17,23,23,23,23,23,23,23,23,15,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,23,23,23,23,23,23,23,23,15,15,15,17,17,17,17,17,15,15,19,19,19,19,19,19,15,15,15,15,15,19,19,19,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,23,23,23,23,23,23,19,19,19,19,19,19,19,19,,,,,,
71,16,16,16,16,16,19,19,19,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,24,24,24,24,24,24,24,24,16,16,16,19,19,19,19,19,16,16,20,20,20,20,20,20,16,16,16,16,16,20,20,20,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,24,24,24,24,24,24,20,20,20,22,22,22,22,22,,,,,,
72,16,16,16,16,16,19,19,19,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,24,24,24,24,24,24,24,24,16,16,16,19,19,19,19,19,16,16,20,20,20,20,20,20,16,16,16,16,16,20,20,20,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,24,24,24,24,24,24,20,20,20,22,22,22,22,22,,,,,,
73,16,16,16,16,16,19,19,19,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,24,24,24,24,24,24,24,24,16,16,16,19,19,19,19,19,16,16,20,20,20,20,20,20,16,16,16,16,16,20,20,20,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,24,24,24,24,24,24,20,20,20,22,22,22,22,22,,,,,,
74,16,16,16,16,16,19,19,19,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,24,24,24,24,24,24,24,24,16,16,16,19,19,19,19,19,16,16,20,20,20,20,20,20,16,16,16,16,16,20,20,20,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,24,24,24,24,24,24,20,20,20,22,22,22,22,22,,,,,,
75,16,16,16,16,16,19,19,19,24,24,24,24,24,24,24,24,16,16,16,16,16,16,16,16,16,16,19,19,19,19,19,19,24,24,24,24,24,24,24,24,16,16,16,19,19,19,19,19,16,16,20,20,20,20,20,20,16,16,16,16,16,20,20,20,16,16,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,24,24,24,24,24,24,20,20,20,22,22,22,22,22,,,,,,
76,17,17,17,17,17,21,21,21,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,25,25,25,25,25,25,25,25,17,17,17,21,21,21,21,21,17,17,21,21,21,21,21,21,17,17,17,17,17,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,21,21,21,25,25,25,25,25,,,,,,
77,17,17,17,17,17,21,21,21,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,25,25,25,25,25,25,25,25,17,17,17,21,21,21,21,21,17,17,21,21,21,21,21,21,17,17,17,17,17,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,21,21,21,25,25,25,25,25,,,,,,
78,17,17,17,17,17,21,21,21,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,25,25,25,25,25,25,25,25,17,17,17,21,21,21,21,21,17,17,21,21,21,21,21,21,17,17,17,17,17,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,21,21,21,25,25,25,25,25,,,,,,
79,17,17,17,17,17,21,21,21,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,25,25,25,25,25,25,25,25,17,17,17,21,21,21,21,21,17,17,21,21,21,21,21,21,17,17,17,17,17,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,21,21,21,25,25,25,25,25,,,,,,
80,17,17,17,17,17,21,21,21,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17,17,17,21,21,21,21,21,21,25,25,25,25,25,25,25,25,17,17,17,21,21,21,21,21,17,17,21,21,21,21,21,21,17,17,17,17,17,21,21,21,17,17,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,21,21,21,25,25,25,25,25,,,,,,
81,18,18,18,18,18,22,22,22,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,26,26,26,26,26,26,26,26,18,18,18,22,22,22,22,22,18,18,22,22,22,22,22,22,18,18,18,18,18,22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,26,26,22,22,22,26,26,26,26,26,,,,,,
82,18,18,18,18,18,22,22,22,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,26,26,26,26,26,26,26,26,18,18,18,22,22,22,22,22,18,18,22,22,22,22,22,22,18,18,18,18,18,22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,26,26,22,22,22,26,26,26,26,26,,,,,,
83,18,18,18,18,18,22,22,22,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,26,26,26,26,26,26,26,26,18,18,18,22,22,22,22,22,18,18,22,22,22,22,22,22,18,18,18,18,18,22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,26,26,22,22,22,26,26,26,26,26,,,,,,
84,18,18,18,18,18,22,22,22,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,26,26,26,26,26,26,26,26,18,18,18,22,22,22,22,22,18,18,22,22,22,22,22,22,18,18,18,18,18,22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,26,26,22,22,22,26,26,26,26,26,,,,,,
85,18,18,18,18,18,22,22,22,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,26,26,26,26,26,26,26,26,18,18,18,22,22,22,22,22,18,18,22,22,22,22,22,22,18,18,18,18,18,22,22,22,18,18,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,26,26,26,26,26,26,22,22,22,26,26,26,26,26,,,,,,
86,19,19,19,19,19,23,23,23,29,29,29,29,29,29,29,29,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,27,27,27,27,27,27,27,27,19,19,19,23,23,23,23,23,19,19,23,23,23,23,23,23,19,19,19,19,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,23,23,23,27,27,27,27,27,,,,,,
87,19,19,19,19,19,23,23,23,29,29,29,29,29,29,29,29,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,27,27,27,27,27,27,27,27,19,19,19,23,23,23,23,23,19,19,23,23,23,23,23,23,19,19,19,19,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,23,23,23,27,27,27,27,27,,,,,,
88,19,19,19,19,19,23,23,23,29,29,29,29,29,29,29,29,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,27,27,27,27,27,27,27,27,19,19,19,23,23,23,23,23,19,19,23,23,23,23,23,23,19,19,19,19,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,23,23,23,27,27,27,27,27,,,,,,
89,19,19,19,19,19,23,23,23,29,29,29,29,29,29,29,29,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,27,27,27,27,27,27,27,27,19,19,19,23,23,23,23,23,19,19,23,23,23,23,23,23,19,19,19,19,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,23,23,23,27,27,27,27,27,,,,,,
90,19,19,19,19,19,23,23,23,29,29,29,29,29,29,29,29,19,19,19,19,19,19,19,19,19,19,23,23,23,23,23,23,27,27,27,27,27,27,27,27,19,19,19,23,23,23,23,23,19,19,23,23,23,23,23,23,19,19,19,19,19,23,23,23,19,19,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,27,27,27,27,27,27,23,23,23,27,27,27,27,27,,,,,,
91,20,20,20,20,20,24,24,24,31,31,31,31,31,31,31,31,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,28,28,28,28,28,28,28,28,20,20,20,24,24,24,24,24,20,20,24,24,24,24,24,24,20,20,20,20,20,24,24,24,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,24,24,24,28,28,28,28,28,,,,,,
92,20,20,20,20,20,24,24,24,31,31,31,31,31,31,31,31,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,28,28,28,28,28,28,28,28,20,20,20,24,24,24,24,24,20,20,24,24,24,24,24,24,20,20,20,20,20,24,24,24,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,24,24,24,28,28,28,28,28,,,,,,
93,20,20,20,20,20,24,24,24,31,31,31,31,31,31,31,31,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,28,28,28,28,28,28,28,28,20,20,20,24,24,24,24,24,20,20,24,24,24,24,24,24,20,20,20,20,20,24,24,24,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,24,24,24,28,28,28,28,28,,,,,,
94,20,20,20,20,20,24,24,24,31,31,31,31,31,31,31,31,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,28,28,28,28,28,28,28,28,20,20,20,24,24,24,24,24,20,20,24,24,24,24,24,24,20,20,20,20,20,24,24,24,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,24,24,24,28,28,28,28,28,,,,,,
95,20,20,20,20,20,24,24,24,31,31,31,31,31,31,31,31,20,20,20,20,20,20,20,20,20,20,24,24,24,24,24,24,28,28,28,28,28,28,28,28,20,20,20,24,24,24,24,24,20,20,24,24,24,24,24,24,20,20,20,20,20,24,24,24,20,20,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,24,24,24,28,28,28,28,28,,,,,,
96,21,21,21,21,21,25,25,25,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,29,29,29,29,29,29,29,29,21,21,21,25,25,25,25,25,21,21,25,25,25,25,25,25,21,21,21,21,21,25,25,25,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,29,29,29,29,29,25,25,25,29,29,29,29,29,,,,,,
97,21,21,21,21,21,25,25,25,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,29,29,29,29,29,29,29,29,21,21,21,25,25,25,25,25,21,21,25,25,25,25,25,25,21,21,21,21,21,25,25,25,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,29,29,29,29,29,25,25,25,29,29,29,29,29,,,,,,
98,21,21,21,21,21,25,25,25,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,29,29,29,29,29,29,29,29,21,21,21,25,25,25,25,25,21,21,25,25,25,25,25,25,21,21,21,21,21,25,25,25,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,29,29,29,29,29,25,25,25,29,29,29,29,29,,,,,,
99,21,21,21,21,21,25,25,25,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,29,29,29,29,29,29,29,29,21,21,21,25,25,25,25,25,21,21,25,25,25,25,25,25,21,21,21,21,21,25,25,25,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,29,29,29,29,29,25,25,25,29,29,29,29,29,,,,,,
100,21,21,21,21,21,25,25,25,33,33,33,33,33,33,33,33,21,21,21,21,21,21,21,21,21,21,25,25,25,25,25,25,29,29,29,29,29,29,29,29,21,21,21,25,25,25,25,25,21,21,25,25,25,25,25,25,21,21,21,21,21,25,25,25,21,21,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,29,29,29,29,29,29,25,25,25,29,29,29,29,29,,,,,,